year_string,team_1_name,team_1_score,team_2_name,team_2_score,date_string
2018,Colorado,59,San Diego,69,12-Dec
2018,Colorado,112,South Dakota State,103,15-Dec
2018,Colorado,73,Iowa,80,22-Dec
2018,Colorado,57,Oregon State,76,29-Dec
2018,Colorado,62,Oregon,77,31-Dec
2018,Colorado,58,Southern California,70,10-Jan
2018,Colorado,68,UCLA,59,13-Jan
2018,Colorado,82,Washington State,73,18-Jan
2018,Colorado,62,Washington,72,20-Jan
2018,Colorado,67,Utah,55,2-Feb
2018,Colorado,64,Stanford,56,11-Feb
2018,Colorado,69,Washington State,73,15-Feb
2018,Colorado,59,Washington,82,17-Feb
2018,Colorado,64,Southern California,75,21-Feb
2018,Colorado,80,UCLA,76,25-Feb
2018,Colorado,54,Utah,64,3-Mar
2018,Columbia,60,Villanova,75,10-Nov
2018,Columbia,87,Longwood,77,14-Nov
2018,Columbia,65,Penn State,79,17-Nov
2018,Columbia,73,Connecticut,77,29-Nov
2018,Columbia,87,Quinnipiac,89,4-Dec
2018,Columbia,66,Stony Brook,76,7-Dec
2018,Columbia,68,Navy,73,10-Dec
2018,Columbia,83,Maine,71,30-Dec
2018,Columbia,87,Sarah Lawrence,42,6-Jan
2018,Columbia,56,Princeton,72,12-Jan
2018,Columbia,71,Pennsylvania,77,13-Jan
2018,Columbia,88,Cornell,62,20-Jan
2018,Columbia,81,Cornell,82,27-Jan
2018,Columbia,83,Harvard,76,2-Feb
2018,Columbia,77,Dartmouth,74,3-Feb
2018,Columbia,84,Yale,88,9-Feb
2018,Columbia,62,Pennsylvania,74,16-Feb
2018,Columbia,85,Princeton,60,17-Feb
2018,Columbia,73,Yale,83,24-Feb
2018,Columbia,78,Dartmouth,80,2-Mar
2018,Columbia,74,Harvard,93,3-Mar
2018,Connecticut,72,Stony Brook,64,14-Nov
2018,Connecticut,71,Oregon,63,23-Nov
2018,Connecticut,57,Michigan State,77,25-Nov
2018,Connecticut,84,Monmouth,81,2-Dec
2018,Connecticut,63,Syracuse,72,5-Dec
2018,Connecticut,72,Coppin State,59,9-Dec
2018,Connecticut,62,Wichita State,72,30-Dec
2018,Connecticut,88,Tulsa,90,3-Jan
2018,Connecticut,70,East Carolina,65,6-Jan
2018,Connecticut,67,Tulane,57,13-Jan
2018,Connecticut,49,Memphis,73,16-Jan
2018,Connecticut,61,Villanova,81,20-Jan
2018,Connecticut,63,Southern Methodist,52,25-Jan
2018,Connecticut,57,Temple,85,28-Jan
2018,Connecticut,68,South Florida,65,7-Feb
2018,Connecticut,74,Wichita State,95,10-Feb
2018,Connecticut,71,Tulsa,73,15-Feb
2018,Connecticut,84,East Carolina,80,18-Feb
2018,Connecticut,79,Memphis,83,25-Feb
2018,Connecticut,72,Temple,66,28-Feb
2018,Connecticut,71,Houston,81,4-Mar
2018,Connecticut,73,Southern Methodist,80,8-Mar
2018,Coppin State,54,Oregon,70,10-Nov
2018,Coppin State,50,East Carolina,76,12-Nov
2018,Coppin State,39,Rutgers,64,19-Nov
2018,Coppin State,37,Ohio,80,1-Dec
2018,Coppin State,60,Georgetown,76,3-Dec
2018,Coppin State,53,Navy,70,6-Dec
2018,Coppin State,74,Maryland-Baltimore County,81,12-Dec
2018,Coppin State,38,West Virginia,77,20-Dec
2018,Coppin State,53,Mount St. Mary's,66,22-Dec
2018,Coppin State,62,Georgia Tech,76,27-Dec
2018,Coppin State,43,Penn State,88,30-Dec
2018,Coppin State,67,Norfolk State,75,3-Jan
2018,Coppin State,71,Savannah State,80,6-Jan
2018,Coppin State,79,Florida A&M,78,8-Jan
2018,Coppin State,61,North Carolina Central,81,13-Jan
2018,Coppin State,47,North Carolina A&T,60,15-Jan
2018,Coppin State,80,Morgan State,73,20-Jan
2018,Coppin State,73,South Carolina State,65,27-Jan
2018,Coppin State,71,Maryland-Eastern Shore,68,29-Jan
2018,Coppin State,59,Hampton,70,31-Jan
2018,Coppin State,84,South Carolina State,60,5-Feb
2018,Coppin State,79,Hampton,82,12-Feb
2018,Coppin State,51,Delaware State,69,19-Feb
2018,Coppin State,56,Morgan State,69,26-Feb
2018,Coppin State,71,Howard,78,1-Mar
2018,Coppin State,48,North Carolina Central,60,6-Mar
2018,Cornell,45,Syracuse,77,10-Nov
2018,Cornell,78,Massachusetts-Lowell,98,19-Nov
2018,Cornell,80,Toledo,77,24-Nov
2018,Cornell,78,Duquesne,71,27-Nov
2018,Cornell,66,Northeastern,84,2-Dec
2018,Cornell,69,Longwood,62,16-Dec
2018,Cornell,80,Lafayette,71,20-Dec
2018,Cornell,86,Niagara,89,23-Dec
2018,Cornell,96,Delaware,97,28-Dec
2018,Cornell,93,Central Pennsylvania College,69,5-Jan
2018,Cornell,61,Pennsylvania,69,12-Jan
2018,Cornell,54,Princeton,91,13-Jan
2018,Cornell,86,Dartmouth,85,2-Feb
2018,Cornell,73,Harvard,76,3-Feb
2018,Cornell,65,Yale,74,10-Feb
2018,Cornell,107,Princeton,101,16-Feb
2018,Cornell,71,Pennsylvania,79,17-Feb
2018,Cornell,80,Yale,82,23-Feb
2018,Cornell,88,Harvard,98,2-Mar
2018,Cornell,86,Dartmouth,75,3-Mar
2018,Creighton,92,Yale,76,10-Nov
2018,Creighton,92,Northwestern,88,15-Nov
2018,Creighton,100,UCLA,89,20-Nov
2018,Creighton,103,Southern Illinois-Edwardsville,66,25-Nov
2018,Creighton,74,Gonzaga,91,1-Dec
2018,Creighton,111,North Dakota,68,5-Dec
2018,Creighton,75,Nebraska,65,9-Dec
2018,Creighton,87,Maryland-Eastern Shore,36,15-Dec
2018,Creighton,90,Texas-Arlington,81,18-Dec
2018,Creighton,116,South Carolina Upstate,62,20-Dec
2018,Creighton,84,Seton Hall,90,28-Dec
2018,Creighton,83,Providence,64,31-Dec
2018,Creighton,78,St. John's (NY),71,3-Jan
2018,Creighton,90,Georgetown,66,6-Jan
2018,Creighton,70,Xavier,92,13-Jan
2018,Creighton,80,Seton Hall,63,17-Jan
2018,Creighton,71,Providence,85,20-Jan
2018,Creighton,68,St. John's (NY),63,23-Jan
2018,Creighton,85,Georgetown,77,27-Jan
2018,Creighton,78,Villanova,98,1-Feb
2018,Creighton,76,DePaul,75,7-Feb
2018,Creighton,71,Xavier,72,10-Feb
2018,Creighton,94,Bemidji State,46,13-Feb
2018,Creighton,86,Marquette,90,17-Feb
2018,Creighton,89,Villanova,83,24-Feb
2018,Creighton,82,DePaul,57,27-Feb
2018,Creighton,81,Marquette,85,3-Mar
2018,Creighton,68,Providence,72,8-Mar
2018,Dartmouth,77,Quinnipiac,78,11-Nov
2018,Dartmouth,78,Emerson,43,14-Nov
2018,Dartmouth,64,Loyola (MD),63,28-Nov
2018,Dartmouth,73,Sacred Heart,79,5-Dec
2018,Dartmouth,73,Maine,66,8-Dec
2018,Dartmouth,60,Illinois-Chicago,76,15-Dec
2018,Dartmouth,87,Notre Dame,97,19-Dec
2018,Dartmouth,66,New Hampshire,83,30-Dec
2018,Dartmouth,51,Harvard,61,6-Jan
2018,Dartmouth,78,Vermont,91,10-Jan
2018,Dartmouth,57,Harvard,62,20-Jan
2018,Dartmouth,64,Yale,74,27-Jan
2018,Dartmouth,61,Pennsylvania,64,9-Feb
2018,Dartmouth,72,Princeton,56,10-Feb
2018,Dartmouth,65,Yale,77,16-Feb
2018,Dartmouth,46,Pennsylvania,74,23-Feb
2018,Dartmouth,47,Princeton,64,24-Feb
2018,Davidson,108,North Carolina-Wilmington,81,14-Nov
2018,Davidson,68,Nevada,81,21-Nov
2018,Davidson,75,North Carolina,85,1-Dec
2018,Davidson,74,Virginia Military Institute,51,5-Dec
2018,Davidson,60,Virginia,80,16-Dec
2018,Davidson,68,New Mexico State,69,22-Dec
2018,Davidson,71,Hawaii,79,24-Dec
2018,Davidson,58,Richmond,69,30-Dec
2018,Davidson,54,Saint Louis,51,3-Jan
2018,Davidson,86,George Mason,59,7-Jan
2018,Davidson,72,George Washington,45,10-Jan
2018,Davidson,75,Fordham,45,14-Jan
2018,Davidson,83,St. Bonaventure,73,19-Jan
2018,Davidson,64,Dayton,65,23-Jan
2018,Davidson,63,Richmond,66,28-Jan
2018,Davidson,84,La Salle,65,31-Jan
2018,Davidson,87,George Washington,58,3-Feb
2018,Davidson,91,Saint Joseph's,62,6-Feb
2018,Davidson,59,Rhode Island,72,9-Feb
2018,Davidson,74,Virginia Commonwealth,63,14-Feb
2018,Davidson,83,Massachusetts,78,17-Feb
2018,Davidson,76,Fordham,52,21-Feb
2018,Davidson,71,Duquesne,60,24-Feb
2018,Davidson,113,St. Bonaventure,117,27-Feb
2018,Davidson,63,Rhode Island,61,2-Mar
2018,Davidson,78,Saint Louis,60,9-Mar
2018,Dayton,69,Hofstra,72,16-Nov
2018,Dayton,79,Ohio,65,17-Nov
2018,Dayton,67,Old Dominion,75,19-Nov
2018,Dayton,59,Mississippi State,61,3-Dec
2018,Dayton,79,Tennessee Tech,66,6-Dec
2018,Dayton,70,Pennsylvania,78,9-Dec
2018,Dayton,88,Georgia State,83,16-Dec
2018,Dayton,54,Saint Mary's (CA),69,19-Dec
2018,Dayton,79,Wagner,67,23-Dec
2018,Dayton,62,Duquesne,70,30-Dec
2018,Dayton,82,St. Bonaventure,72,3-Jan
2018,Dayton,60,Massachusetts,62,6-Jan
2018,Dayton,87,Richmond,81,9-Jan
2018,Dayton,106,Virginia Commonwealth,79,12-Jan
2018,Dayton,65,Saint Joseph's,81,17-Jan
2018,Dayton,74,Rhode Island,88,20-Jan
2018,Dayton,65,Saint Louis,75,27-Jan
2018,Dayton,82,Massachusetts,86,3-Feb
2018,Dayton,88,Duquesne,73,7-Feb
2018,Dayton,84,Virginia Commonwealth,88,10-Feb
2018,Dayton,67,George Mason,85,14-Feb
2018,Dayton,80,Fordham,70,17-Feb
2018,Dayton,53,Saint Louis,50,20-Feb
2018,Dayton,56,Rhode Island,81,23-Feb
2018,Dayton,53,La Salle,71,28-Feb
2018,Dayton,88,George Washington,78,3-Mar
2018,Dayton,72,Virginia Commonwealth,77,8-Mar
2018,Delaware State,71,Cairn,50,10-Nov
2018,Delaware State,57,DePaul,81,13-Nov
2018,Delaware State,71,IPFW,85,15-Nov
2018,Delaware State,55,Illinois-Chicago,95,16-Nov
2018,Delaware State,57,East Tennessee State,81,20-Nov
2018,Delaware State,68,Georgian Court,55,25-Nov
2018,Delaware State,64,Troy,95,27-Nov
2018,Delaware State,57,East Carolina,63,2-Dec
2018,Delaware State,60,Maryland-Baltimore County,81,6-Dec
2018,Delaware State,48,Duquesne,97,9-Dec
2018,Delaware State,59,Delaware,68,17-Dec
2018,Delaware State,68,Pittsburgh,74,19-Dec
2018,Delaware State,68,Nebraska,85,22-Dec
2018,Delaware State,52,Pennsylvania,105,27-Dec
2018,Delaware State,62,North Carolina Central,65,3-Jan
2018,Delaware State,60,South Carolina State,63,6-Jan
2018,Delaware State,66,North Carolina A&T,76,8-Jan
2018,Delaware State,56,Hampton,78,12-Jan
2018,Delaware State,89,Florida A&M,94,15-Jan
2018,Delaware State,47,Morgan State,61,22-Jan
2018,Delaware State,86,Savannah State,106,27-Jan
2018,Delaware State,61,North Carolina Central,72,3-Feb
2018,Delaware State,51,North Carolina A&T,54,5-Feb
2018,Delaware State,58,Norfolk State,93,12-Feb
2018,Delaware State,63,Florida A&M,66,17-Feb
2018,Delaware State,74,Howard,93,24-Feb
2018,Delaware State,47,Maryland-Eastern Shore,59,26-Feb
2018,Delaware State,87,Morgan State,80,1-Mar
2018,Delaware State,61,North Carolina A&T,62,5-Mar
2018,Delaware,76,Richmond,63,10-Nov
2018,Delaware,93,Wesley,78,17-Nov
2018,Delaware,66,North Carolina-Greensboro,79,20-Nov
2018,Delaware,88,North Carolina Wesleyan,70,21-Nov
2018,Delaware,65,Longwood,57,22-Nov
2018,Delaware,66,Yale,76,27-Nov
2018,Delaware,76,Navy,82,1-Dec
2018,Delaware,68,Notre Dame,92,9-Dec
2018,Delaware,58,North Carolina-Wilmington,56,30-Dec
2018,Delaware,65,William & Mary,90,5-Jan
2018,Delaware,96,North Carolina-Wilmington,76,7-Jan
2018,Delaware,72,Drexel,66,11-Jan
2018,Delaware,61,James Madison,60,13-Jan
2018,Delaware,63,Hofstra,90,18-Jan
2018,Delaware,64,Northeastern,76,20-Jan
2018,Delaware,59,Hofstra,64,27-Jan
2018,Delaware,71,Towson,75,1-Feb
2018,Delaware,76,Elon,89,3-Feb
2018,Delaware,67,Northeastern,70,8-Feb
2018,Delaware,66,William & Mary,83,10-Feb
2018,Delaware,65,Towson,67,15-Feb
2018,Delaware,72,Elon,57,17-Feb
2018,Delaware,83,Drexel,85,22-Feb
2018,Delaware,68,James Madison,66,24-Feb
2018,Delaware,86,Elon,79,3-Mar
2018,Delaware,50,Northeastern,74,4-Mar
2018,Denver,91,Johnson & Wales,59,16-Nov
2018,Denver,71,Florida Gulf Coast,79,24-Nov
2018,Denver,60,St. Francis (NY),50,25-Nov
2018,Denver,71,Navy,79,26-Nov
2018,Denver,88,Wyoming,78,29-Nov
2018,Denver,58,San Jose State,56,5-Dec
2018,Denver,84,South Carolina Upstate,69,9-Dec
2018,Denver,63,Northern Colorado,83,13-Dec
2018,Denver,62,Stanford,75,15-Dec
2018,Denver,65,Montana State,79,18-Dec
2018,Denver,106,Colorado Mesa,60,28-Dec
2018,Denver,71,South Dakota,82,30-Dec
2018,Denver,63,IPFW,82,6-Jan
2018,Denver,67,North Dakota State,61,11-Jan
2018,Denver,72,South Dakota State,94,13-Jan
2018,Denver,80,Nebraska-Omaha,86,18-Jan
2018,Denver,73,Oral Roberts,64,20-Jan
2018,Denver,70,Western Illinois,58,25-Jan
2018,Denver,84,South Dakota,68,27-Jan
2018,Denver,63,IPFW,91,3-Feb
2018,Denver,77,South Dakota State,81,8-Feb
2018,Denver,66,North Dakota State,63,10-Feb
2018,Denver,94,Nebraska-Omaha,78,14-Feb
2018,Denver,66,Oral Roberts,65,18-Feb
2018,Denver,89,Western Illinois,52,24-Feb
2018,Denver,90,Oral Roberts,88,4-Mar
2018,Denver,58,South Dakota,76,5-Mar
2018,DePaul,58,Notre Dame,72,11-Nov
2018,DePaul,73,Illinois,82,17-Nov
2018,DePaul,51,Michigan State,73,23-Nov
2018,DePaul,79,Oregon,89,24-Nov
2018,DePaul,82,Portland,69,26-Nov
2018,DePaul,89,Youngstown State,73,2-Dec
2018,DePaul,65,Illinois-Chicago,55,9-Dec
2018,DePaul,60,Northwestern,62,16-Dec
2018,DePaul,83,Miami (OH),66,21-Dec
2018,DePaul,85,Villanova,103,27-Dec
2018,DePaul,72,Xavier,77,30-Dec
2018,DePaul,81,Georgetown,90,2-Jan
2018,DePaul,91,St. John's (NY),74,6-Jan
2018,DePaul,64,Providence,71,12-Jan
2018,DePaul,52,Marquette,70,15-Jan
2018,DePaul,74,Georgetown,73,24-Jan
2018,DePaul,70,Seton Hall,86,28-Jan
2018,DePaul,80,Providence,63,10-Feb
2018,DePaul,76,St. John's (NY),77,14-Feb
2018,DePaul,77,Seton Hall,82,18-Feb
2018,DePaul,62,Villanova,93,21-Feb
2018,DePaul,70,Marquette,62,24-Feb
2018,DePaul,62,Xavier,65,3-Mar
2018,DePaul,69,Marquette,72,7-Mar
2018,Detroit Mercy,79,Virginia Tech,111,10-Nov
2018,Detroit Mercy,105,Michigan-Dearborn,82,13-Nov
2018,Detroit Mercy,71,Seattle,102,18-Nov
2018,Detroit Mercy,116,Houston Baptist,109,19-Nov
2018,Detroit Mercy,72,Saint Louis,70,22-Nov
2018,Detroit Mercy,131,Siena Heights,69,25-Nov
2018,Detroit Mercy,82,IPFW,91,28-Nov
2018,Detroit Mercy,73,UCLA,106,3-Dec
2018,Detroit Mercy,86,Toledo,89,6-Dec
2018,Detroit Mercy,79,Western Michigan,87,9-Dec
2018,Detroit Mercy,58,Michigan,90,16-Dec
2018,Detroit Mercy,73,East Tennessee State,81,19-Dec
2018,Detroit Mercy,72,Murray State,81,22-Dec
2018,Detroit Mercy,83,Green Bay,95,28-Dec
2018,Detroit Mercy,79,Milwaukee,87,30-Dec
2018,Detroit Mercy,73,Wright State,80,5-Jan
2018,Detroit Mercy,54,Northern Kentucky,56,7-Jan
2018,Detroit Mercy,93,Youngstown State,91,12-Jan
2018,Detroit Mercy,66,IUPUI,81,16-Jan
2018,Detroit Mercy,86,Oakland,92,20-Jan
2018,Detroit Mercy,55,Wright State,87,26-Jan
2018,Detroit Mercy,44,Northern Kentucky,72,28-Jan
2018,Detroit Mercy,74,IUPUI,60,2-Feb
2018,Detroit Mercy,69,Illinois-Chicago,78,4-Feb
2018,Detroit Mercy,78,Oakland,87,9-Feb
2018,Detroit Mercy,94,Youngstown State,84,16-Feb
2018,Detroit Mercy,87,Illinois-Chicago,94,19-Feb
2018,Detroit Mercy,49,Milwaukee,72,22-Feb
2018,Detroit Mercy,97,Green Bay,107,24-Feb
2018,Detroit Mercy,81,Green Bay,93,2-Mar
2018,Drake,101,Coe,54,11-Nov
2018,Drake,77,Wake Forest,74,17-Nov
2018,Drake,90,Drexel,88,19-Nov
2018,Drake,73,Nebraska-Omaha,75,29-Nov
2018,Drake,89,Wyoming,96,2-Dec
2018,Drake,65,South Dakota,93,6-Dec
2018,Drake,93,Nebraska-Omaha,74,9-Dec
2018,Drake,67,Minnesota,68,11-Dec
2018,Drake,64,Iowa,90,16-Dec
2018,Drake,74,South Dakota State,87,19-Dec
2018,Drake,81,Maryland-Eastern Shore,57,22-Dec
2018,Drake,70,Southern Illinois,67,31-Dec
2018,Drake,87,Illinois State,62,3-Jan
2018,Drake,75,Indiana State,72,6-Jan
2018,Drake,60,Valparaiso,77,10-Jan
2018,Drake,81,Evansville,65,13-Jan
2018,Drake,54,Northern Iowa,68,16-Jan
2018,Drake,61,Missouri State,58,20-Jan
2018,Drake,57,Loyola (IL),80,24-Jan
2018,Drake,73,Evansville,77,27-Jan
2018,Drake,67,Southern Illinois,78,30-Jan
2018,Drake,57,Loyola (IL),72,7-Feb
2018,Drake,71,Northern Iowa,64,10-Feb
2018,Drake,90,Indiana State,76,14-Feb
2018,Drake,67,Missouri State,63,18-Feb
2018,Drake,81,Illinois State,89,21-Feb
2018,Drake,64,Valparaiso,69,24-Feb
2018,Drexel,95,Arcadia,81,13-Nov
2018,Drexel,84,Houston,80,17-Nov
2018,Drexel,59,Mercer,78,18-Nov
2018,Drexel,53,NJIT,65,25-Nov
2018,Drexel,68,Lafayette,67,29-Nov
2018,Drexel,89,Rider,77,2-Dec
2018,Drexel,72,La Salle,70,7-Dec
2018,Drexel,60,Robert Morris,74,10-Dec
2018,Drexel,60,Temple,63,16-Dec
2018,Drexel,72,Quinnipiac,71,18-Dec
2018,Drexel,62,Loyola (MD),66,21-Dec
2018,Drexel,75,Elon,90,30-Dec
2018,Drexel,87,North Carolina-Wilmington,107,2-Jan
2018,Drexel,63,William & Mary,85,7-Jan
2018,Drexel,86,Hofstra,91,13-Jan
2018,Drexel,68,Towson,90,18-Jan
2018,Drexel,73,James Madison,75,20-Jan
2018,Drexel,83,Elon,79,25-Jan
2018,Drexel,68,Northeastern,67,27-Jan
2018,Drexel,76,James Madison,74,1-Feb
2018,Drexel,91,William & Mary,79,3-Feb
2018,Drexel,92,Towson,94,8-Feb
2018,Drexel,69,Northeastern,75,15-Feb
2018,Drexel,76,Hofstra,88,17-Feb
2018,Drexel,82,North Carolina-Wilmington,83,24-Feb
2018,Drexel,70,James Madison,62,3-Mar
2018,Duke,97,Elon,68,10-Nov
2018,Duke,99,Utah Valley,69,11-Nov
2018,Duke,88,Michigan State,81,14-Nov
2018,Duke,78,Southern,61,17-Nov
2018,Duke,92,Furman,63,20-Nov
2018,Duke,99,Portland State,81,23-Nov
2018,Duke,85,Texas,78,24-Nov
2018,Duke,87,Florida,84,26-Nov
2018,Duke,91,Indiana,81,29-Nov
2018,Duke,96,South Dakota,80,2-Dec
2018,Duke,124,Saint Francis (PA),67,5-Dec
2018,Duke,104,Evansville,40,20-Dec
2018,Duke,100,Florida State,93,30-Dec
2018,Duke,85,North Carolina State,96,6-Jan
2018,Duke,87,Pittsburgh,52,10-Jan
2018,Duke,89,Wake Forest,71,13-Jan
2018,Duke,83,Miami (FL),75,15-Jan
2018,Duke,81,Pittsburgh,54,20-Jan
2018,Duke,84,Wake Forest,70,23-Jan
2018,Duke,63,Virginia,65,27-Jan
2018,Duke,88,Notre Dame,66,29-Jan
2018,Duke,77,St. John's (NY),81,3-Feb
2018,Duke,78,North Carolina,82,8-Feb
2018,Duke,80,Georgia Tech,69,11-Feb
2018,Duke,74,Virginia Tech,52,14-Feb
2018,Duke,82,Louisville,56,21-Feb
2018,Duke,60,Syracuse,44,24-Feb
2018,Duke,63,Virginia Tech,64,26-Feb
2018,Duke,74,North Carolina,64,3-Mar
2018,Duke,88,Notre Dame,70,8-Mar
2018,Duke,69,North Carolina,74,9-Mar
2018,Duquesne,80,St. Francis (NY),70,11-Nov
2018,Duquesne,77,Virginia Military Institute,61,14-Nov
2018,Duquesne,59,Robert Morris,66,19-Nov
2018,Duquesne,64,Pittsburgh,76,1-Dec
2018,Duquesne,86,Maryland-Eastern Shore,61,4-Dec
2018,Duquesne,73,Stetson,59,6-Dec
2018,Duquesne,73,Mississippi Valley State,49,13-Dec
2018,Duquesne,74,North Carolina A&T,58,17-Dec
2018,Duquesne,65,Lamar,64,19-Dec
2018,Duquesne,67,San Francisco,65,22-Dec
2018,Duquesne,64,Southern Illinois,74,23-Dec
2018,Duquesne,69,George Washington,52,3-Jan
2018,Duquesne,64,Fordham,41,6-Jan
2018,Duquesne,67,Virginia Commonwealth,78,9-Jan
2018,Duquesne,101,La Salle,94,13-Jan
2018,Duquesne,63,Saint Louis,76,17-Jan
2018,Duquesne,95,George Mason,89,20-Jan
2018,Duquesne,73,Richmond,77,24-Jan
2018,Duquesne,58,Rhode Island,61,27-Jan
2018,Duquesne,75,George Washington,73,31-Jan
2018,Duquesne,81,St. Bonaventure,84,3-Feb
2018,Duquesne,57,Fordham,80,10-Feb
2018,Duquesne,75,Saint Joseph's,82,17-Feb
2018,Duquesne,67,St. Bonaventure,73,21-Feb
2018,Duquesne,76,Saint Louis,69,28-Feb
2018,Duquesne,75,Massachusetts,85,3-Mar
2018,Duquesne,68,Richmond,81,8-Mar
2018,East Carolina,66,Radford,73,15-Nov
2018,East Carolina,47,Rutgers,61,24-Nov
2018,East Carolina,81,North Carolina A&T,87,26-Nov
2018,East Carolina,93,North Carolina-Wilmington,88,30-Nov
2018,East Carolina,76,Grambling,68,21-Dec
2018,East Carolina,53,Tulsa,79,28-Dec
2018,East Carolina,67,South Florida,65,3-Jan
2018,East Carolina,60,Wichita State,95,11-Jan
2018,East Carolina,49,Houston,65,14-Jan
2018,East Carolina,90,South Florida,52,17-Jan
2018,East Carolina,61,Southern Methodist,86,28-Jan
2018,East Carolina,69,Tulane,71,31-Jan
2018,East Carolina,88,Memphis,85,3-Feb
2018,East Carolina,73,Temple,90,7-Feb
2018,East Carolina,82,Tulane,80,14-Feb
2018,East Carolina,58,Southern Methodist,77,21-Feb
2018,East Carolina,58,Houston,109,25-Feb
2018,East Carolina,58,Tulsa,72,1-Mar
2018,East Carolina,70,Memphis,90,4-Mar
2018,East Tennessee State,63,Northern Kentucky,81,10-Nov
2018,East Tennessee State,76,Savannah State,61,13-Nov
2018,East Tennessee State,61,Kentucky,78,17-Nov
2018,East Tennessee State,65,Troy,73,22-Nov
2018,East Tennessee State,83,IPFW,73,25-Nov
2018,East Tennessee State,82,Fordham,77,29-Nov
2018,East Tennessee State,84,Northern Kentucky,71,6-Dec
2018,East Tennessee State,94,Hiwassee,48,10-Dec
2018,East Tennessee State,66,Xavier,68,16-Dec
2018,East Tennessee State,79,Georgia Southern,59,22-Dec
2018,East Tennessee State,84,Tusculum,65,28-Dec
2018,East Tennessee State,74,Mercer,55,31-Dec
2018,East Tennessee State,90,Samford,72,4-Jan
2018,East Tennessee State,68,North Carolina-Greensboro,58,11-Jan
2018,East Tennessee State,89,Virginia Military Institute,48,13-Jan
2018,East Tennessee State,62,Furman,61,18-Jan
2018,East Tennessee State,66,Western Carolina,50,20-Jan
2018,East Tennessee State,84,Mercer,75,24-Jan
2018,East Tennessee State,75,Wofford,62,27-Jan
2018,East Tennessee State,96,Samford,76,1-Feb
2018,East Tennessee State,70,Virginia Military Institute,56,10-Feb
2018,East Tennessee State,56,North Carolina-Greensboro,74,12-Feb
2018,East Tennessee State,72,Western Carolina,61,17-Feb
2018,East Tennessee State,71,Wofford,75,23-Feb
2018,East Tennessee State,76,Furman,79,25-Feb
2018,East Tennessee State,63,Furman,52,4-Mar
2018,East Tennessee State,47,North Carolina-Greensboro,62,5-Mar
2018,Eastern Illinois,68,Nebraska,72,11-Nov
2018,Eastern Illinois,54,Western Illinois,56,15-Nov
2018,Eastern Illinois,80,IUPUI,79,17-Nov
2018,Eastern Illinois,63,San Diego State,94,20-Nov
2018,Eastern Illinois,96,Fontbonne,44,24-Nov
2018,Eastern Illinois,83,Marquette,86,27-Nov
2018,Eastern Illinois,57,Green Bay,59,6-Dec
2018,Eastern Illinois,52,South Alabama,63,16-Dec
2018,Eastern Illinois,78,Western Illinois,77,19-Dec
2018,Eastern Illinois,74,St. Francis (IL),38,21-Dec
2018,Eastern Illinois,52,Murray State,80,28-Dec
2018,Eastern Illinois,61,Morehead State,52,4-Jan
2018,Eastern Illinois,54,Eastern Kentucky,53,6-Jan
2018,Eastern Illinois,65,Tennessee State,69,11-Jan
2018,Eastern Illinois,80,Tennessee-Martin,60,18-Jan
2018,Eastern Illinois,74,Southeast Missouri State,86,20-Jan
2018,Eastern Illinois,47,Tennessee State,50,27-Jan
2018,Eastern Illinois,56,Jacksonville State,75,1-Feb
2018,Eastern Illinois,79,Tennessee Tech,71,3-Feb
2018,Eastern Illinois,78,Southern Illinois-Edwardsville,74,8-Feb
2018,Eastern Illinois,73,Southeast Missouri State,80,15-Feb
2018,Eastern Illinois,64,Tennessee-Martin,57,17-Feb
2018,Eastern Illinois,66,Murray State,76,22-Feb
2018,Eastern Illinois,68,Southern Illinois-Edwardsville,56,24-Feb
2018,Eastern Illinois,73,Tennessee State,71,28-Feb
2018,Eastern Kentucky,73,Rice,72,10-Nov
2018,Eastern Kentucky,75,Mississippi,85,13-Nov
2018,Eastern Kentucky,97,Kentucky State,66,16-Nov
2018,Eastern Kentucky,70,Prairie View,80,20-Nov
2018,Eastern Kentucky,62,Eastern Washington,83,22-Nov
2018,Eastern Kentucky,99,Asbury,71,25-Nov
2018,Eastern Kentucky,51,Western Kentucky,83,29-Nov
2018,Eastern Kentucky,70,Jacksonville,65,2-Dec
2018,Eastern Kentucky,62,Oregon State,74,5-Dec
2018,Eastern Kentucky,63,Northern Kentucky,91,10-Dec
2018,Eastern Kentucky,83,Norfolk State,66,18-Dec
2018,Eastern Kentucky,71,Marshall,91,22-Dec
2018,Eastern Kentucky,58,Jacksonville State,76,28-Dec
2018,Eastern Kentucky,69,Tennessee Tech,77,30-Dec
2018,Eastern Kentucky,82,Southern Illinois-Edwardsville,85,4-Jan
2018,Eastern Kentucky,78,Tennessee-Martin,70,11-Jan
2018,Eastern Kentucky,91,Southeast Missouri State,86,13-Jan
2018,Eastern Kentucky,67,Tennessee Tech,70,18-Jan
2018,Eastern Kentucky,60,Jacksonville State,68,20-Jan
2018,Eastern Kentucky,73,Murray State,88,27-Jan
2018,Eastern Kentucky,60,Tennessee State,73,3-Feb
2018,Eastern Kentucky,69,Tennessee-Martin,70,8-Feb
2018,Eastern Kentucky,75,Morehead State,73,10-Feb
2018,Eastern Kentucky,72,Tennessee State,59,17-Feb
2018,Eastern Kentucky,91,Southeast Missouri State,88,22-Feb
2018,Eastern Kentucky,66,Morehead State,70,24-Feb
